id,code,name,description,symbol
c_clave_unidad_D9,D9,Dina por centímetro cuadrado,,Dyn / cm²
c_clave_unidad_D90,D90,Metro cúbico (neta),,
c_clave_unidad_D91,D91,Rem,,rem
c_clave_unidad_D92,D92,banda,,
c_clave_unidad_D93,D93,Segundo por metro cúbico,,s/m³
c_clave_unidad_D94,D94,Segundo por metro cúbico Radian,,s/(rad·m³)
c_clave_unidad_D95,D95,Joule por gramo,,J/g
c_clave_unidad_D96,D96,Libra bruta,,
c_clave_unidad_D98,D98,Libra masiva,,
c_clave_unidad_D99,D99,manga,,
c_clave_unidad_DAA,DAA,Decar,,daa
c_clave_unidad_DAD,DAD,Decena de días,Unidad de tiempo que define el número de días en múltiplos de 10.,
c_clave_unidad_DAY,DAY,Día,Se denomina día (del latín dies) al lapso que tarda la Tierra desde que el Sol está en el punto más alto sobre el horizonte hasta que vuelve a estarlo.,d
c_clave_unidad_DB,DB,Libra seca,"Unidad de masa que define el número de libras de un producto, sin tener en cuenta el contenido de agua del producto.",
c_clave_unidad_DC,DC,Disco (disco),,
c_clave_unidad_DD,DD,Grado [unidad de ángulo],Es el resultado de dividir el ángulo llano en 180 partes iguales.,°
c_clave_unidad_DE,DE,Acuerdo,,
c_clave_unidad_DEC,DEC,Década,Unidad de recuento de definir el número de décadas (década: cantidad igual a 10 o tiempo igual a 10 años).,
c_clave_unidad_DG,DG,Decigramo,,dg
c_clave_unidad_DI,DI,dispensador,,
c_clave_unidad_DJ,DJ,Decagramo,,dag
c_clave_unidad_DLT,DLT,Decilitro,,dl
c_clave_unidad_DMA,DMA,Decámetro cúbico,,dam³
c_clave_unidad_DMK,DMK,Decímetro cuadrado ,"Medida de longitud, de símbolo dm, que es igual a la décima parte de un metro.",dm²
c_clave_unidad_DMO,DMO,Kiloliter norma,"Unidad de volumen que define el número de kilolitros de un producto a una temperatura de 15 grados centígrados, sobre todo en relación con los aceites de hidrocarburos.",
c_clave_unidad_DMQ,DMQ,Decímetro cúbico,"Medida de longitud, de símbolo dm, que es igual a la décima parte de un metro.",dm³
c_clave_unidad_DMT,DMT,Decímetro,Es una unidad de longitud. Es el primer submúltiplo del metro y equivale a la décima parte de él.,dm
c_clave_unidad_DN,DN,Decinewton metro,,dN·m
c_clave_unidad_DPC,DPC,Docenas de piezas,"Unidad de recuento para definir el número de piezas en múltiplos de 12 (pieza: un solo artículo, el artículo o ejemplar).",
c_clave_unidad_DPR,DPR,Docenas de pares,Unidad de recuento de definir el número de pares en múltiplos de 12 (par: ítem descrito por dos de).,
c_clave_unidad_DPT,DPT,Peso de desplazamiento,"Unidad de masa que define el volumen de agua de mar de un barco desplaza, expresada como el número de toneladas.",
c_clave_unidad_DQ,DQ,registro de datos,,
c_clave_unidad_DRA,DRA,Dram (EUA),"Sinónimo: dracma (Reino Unido), dram Troy",
c_clave_unidad_DRI,DRI,Dram (UK),"Son las siglas de la voz inglesa Dynamic Random Access Memory, que significa memoria dinámica de acceso aleatorio (o RAM dinámica), para denominar a un tipo de tecnología de memoria RAM basada en condensadores, los cuales pierden su carga progresivamente, necesitando de un circuito dinámico de refresco que, cada cierto período, revisa dicha carga y la repone en un ciclo de refresco.",
c_clave_unidad_DRL,DRL,Docena de rodillos,"Unidad de recuento de definir el número de rollos, expresado en doce unidades de rodillos.",
c_clave_unidad_DRM,DRM,Drachm (UK),,
c_clave_unidad_DS,DS,monitor,,
c_clave_unidad_DT,DT,Tonelada seca,"Unidad de masa que define el número de toneladas de un producto, sin tener en cuenta el contenido de agua del producto.",
c_clave_unidad_DTN,DTN,Decitonelada métrica,"Sinónimo: centner, métrico 100 kg; Quintal, métrico 100 kg",dt or dtn
c_clave_unidad_DU,DU,dina,,Dyn
c_clave_unidad_DWT,DWT,Pennyweight,"La unidad obsoleta pennyweight era Unidad de masa utilizada en el Reino Unido antes de 1971. Se consideraba equivalente a la masa de un penique, y equivale a la 1/240 parte de una libra troy. Se abrevia pwt.",
c_clave_unidad_Dx,Dx,Dina por centímetro,,Dyn / cm
c_clave_unidad_DY,DY,Libro de directorio,,
c_clave_unidad_DZN,DZN,Docena,Unidad de recuento de definir el número de unidades en múltiplos de 12.,DOZ
c_clave_unidad_DZP,DZP,Docena de paquete,Unidad de conteo que define el número de paquetes en múltiplos de 12 (paquete: unidad de embalaje estándar).,
c_clave_unidad_E01,E01,Newton por centímetro cuadrado,Medida de la presión expresada en newtons por centímetro cuadrado,N/cm²
c_clave_unidad_E07,E07,Megawatt hora por hora,Unidad de energía acumulado de un millón de vatios durante un período de una hora.,MW·h/h
c_clave_unidad_E08,E08,Megavatios por hertz,Unidad de energía expresada como el cambio de carga en millones de watts que provocará un desplazamiento de frecuencia de un hertz.,MW/Hz
c_clave_unidad_E09,E09,Miliamperio hora,Unidad de carga de potencia entregada a razón de una milésima parte de un amperio durante un período de una hora.,mA·h
c_clave_unidad_E10,E10,Día de grado,Unidad de medida utilizada en la meteorología y la ingeniería para medir la demanda de calentamiento o enfriamiento durante un período determinado de días.,deg da
c_clave_unidad_E11,E11,Gigacalorie,Una unidad de energía térmica equivalente a mil millones de calorías.,
c_clave_unidad_E12,E12,Mille,Unidad de recuento de definir el número de cigarrillos en unidades de 1.000.,
c_clave_unidad_E14,E14,Kilocaloría (tabla internacional),,kcalIT
c_clave_unidad_E15,E15,Kilocaloría (termoquímica) por hora,,kcalth/h
c_clave_unidad_E16,E16,Millón de btu (ti) por hora,Unidad de potencia igual a un millón de unidades térmicas británicas por hora.,BtuIT/h
c_clave_unidad_E17,E17,Pie cúbico por segundo,Unidad de volumen igual a un pie cúbico pasa por un punto dado en un periodo de un segundo.,ft³/s
c_clave_unidad_E18,E18,Tonelada por hora,Una unidad de peso o masa equivalente a una tonelada métrica por hora.,t/h
c_clave_unidad_E19,E19,Ping,"Unidad de área equivalente a 3,3 metros cuadrados.",
c_clave_unidad_E20,E20,Megabit por segundo,Unidad de información igual a 10 ⁶  (1000000) bits (dígitos binarios) por segundo.,Mbit/s
c_clave_unidad_E21,E21,Shares,Unidad de recuento para definir el número de acciones (proporción: un total o una parte de las partes en que se divide el capital de una entidad comercial).,
c_clave_unidad_E22,E22,Tue,Unidad de recuento para definir el número de unidades equivalentes a veinte pies (TEU) como una medida de la capacidad de carga en contenedores.,
c_clave_unidad_E23,E23,Neumático,"Unidad de recuento de definir el número de neumáticos (una cubierta sólida o llena de aire colocado alrededor de una llanta de rueda para formar un contacto suave con la carretera, absorber los golpes y proporcionar tracción).",
c_clave_unidad_E25,E25,Unidad activa,Unidad de conteo que define el número de unidades activas dentro de una sustancia.,
c_clave_unidad_E27,E27,Dosis,Unidad de recuento de definir el número de dosis (dosis: una cantidad definida de un medicamento o fármaco).,
c_clave_unidad_E28,E28,Tonelada seca de aire,"Unidad de masa que define el número de toneladas de un producto, sin tener en cuenta el contenido de agua del producto.",
c_clave_unidad_E3,E3,remolque,,
c_clave_unidad_E30,E30,Hebra,"Unidad de recuento de definir el número de hebras (hebra: de largo,, flexible, solo hilo delgado, tiras de fibra, filamento constituyente o múltiplos de la misma, trenzados entre sí).",
c_clave_unidad_E31,E31,Metro cuadrado por litro,Unidad de recuento de definir el número de metros cuadrados por litro.,m²/l
c_clave_unidad_E32,E32,Litros por hora,Unidad de recuento de definir el número de litros por hora.,l/h
c_clave_unidad_E33,E33,Por mil pies,Unidad de recuento de definir el número de pies por mil unidades.,
c_clave_unidad_E34,E34,Gigabyte,Unidad de información igual a 10⁹ bytes.,Gbyte
c_clave_unidad_E35,E35,Terabyte,Unidad de información igual a 10¹² bytes.,Tbyte
c_clave_unidad_E36,E36,Petabyte,Unidad de información igual a 10¹⁵ bytes.,Pbyte
c_clave_unidad_E37,E37,Pixel,Unidad de recuento de definir el número de píxeles (píxel: elemento de imagen).,
c_clave_unidad_E38,E38,Megapíxeles,Unidad de recuento igual a 10 $ ⁶ $ (1000000) píxeles (elementos de imagen).,
c_clave_unidad_E39,E39,Puntos por pulgada,Unidad de información que define el número de puntos por pulgada lineal como una medida de la resolución o nitidez de una imagen gráfica.,dpi
c_clave_unidad_E4,E4,Kilo bruto,Unidad de masa que define el número total de kilogramos antes de las deducciones.,
c_clave_unidad_E40,E40,Parte por cien mil,Unidad de proporción igual a 10⁻⁵.,ppht
c_clave_unidad_E41,E41,Kilogramo-fuerza por milímetro cuadrado,,kgf·m/cm²
c_clave_unidad_E42,E42,Kilogramo-fuerza por centímetro cuadrado,,kgf/cm²
c_clave_unidad_E43,E43,Joule por centímetro cuadrado,Una unidad de energía que define el número de julios por centímetro cuadrado.,J/cm²
c_clave_unidad_E44,E44,Metros kilogramo-fuerza por centímetro cuadrado,Unidad de torsión que define el medidor de par kilogramo-fuerza por centímetro cuadrado.,kgf·m/cm²
c_clave_unidad_E45,E45,MiliOhm,,mΩ
c_clave_unidad_E46,E46,Kilovatio hora por metro cúbico,Unidad de consumo de energía expresada como kilovatio hora por metro cúbico.,kW·h/m³
c_clave_unidad_E47,E47,Kilovatio hora por kelvin,Unidad de consumo de energía expresada como kilovatio hora por kelvin.,kW·h/K
c_clave_unidad_E48,E48,Unidad de servicio,Unidad de conteo que define el número de unidades de servicio (unidad de servicio: definido período / propiedad / centro / utilidad de alimentación).,
c_clave_unidad_E49,E49,Día de trabajo,Unidad de recuento de definir el número de días de trabajo (jornada de trabajo: un día en el que se lleva a cabo normalmente un trabajo).,
c_clave_unidad_E5,E5,Tonelada métrica larga,Utilice ton (UK) o tonelada larga (US) (código común LTN),
c_clave_unidad_E50,E50,Unidad de cuenta,Unidad de recuento de definir el número de unidades de contabilidad.,
c_clave_unidad_E51,E51,Trabajo,Unidad de recuento de definir el número de puestos de trabajo.,
c_clave_unidad_E52,E52,Run foot,Unidad de conteo para definir la distancia (en la unidad Pie) que se dan en una carrera).,
c_clave_unidad_E53,E53,Prueba,Unidad de recuento de definir el número de pruebas.,
c_clave_unidad_E54,E54,Viaje,Unidad de recuento de definir el número de viajes.,
c_clave_unidad_E55,E55,Utilizar,Unidad de recuento de definir el número de veces que se utiliza un objeto.,
c_clave_unidad_E56,E56,Bien,Unidad de recuento para definir el número de pozos.,
c_clave_unidad_E57,E57,Zona,Unidad de conteo que define el número de zonas.,
c_clave_unidad_E58,E58,Exabit por segundo,Unidad de información igual a 10¹⁸ bits (dígitos binarios) por segundo.,Ebit/s
c_clave_unidad_E59,E59,Exbibyte,Unidad de información igual a 2⁶⁰ bytes.,Eibyte
c_clave_unidad_E60,E60,Pebibyte,Unidad de información igual a 2⁵⁰ bytes.,Pibyte
c_clave_unidad_E61,E61,Tebibyte,Unidad de información igual a 2⁴⁰ bytes.,Tibyte
c_clave_unidad_E62,E62,Gibibyte,Unidad de información igual a 2³⁰ bytes.,Gibyte
c_clave_unidad_E63,E63,Mebibyte,Unidad de información igual a 2²⁰ bytes.,Mibyte
c_clave_unidad_E64,E64,Kibibyte,Unidad de información igual a 2¹⁰ bytes.,Kibyte
c_clave_unidad_E65,E65,Exbibit por metro,Unidad de información igual a 2⁶⁰ bits (dígitos binarios) por metro.,Eibit/m
c_clave_unidad_E66,E66,Exbibit por metro cuadrado,Unidad de información igual a 2⁶⁰ bits (dígitos binarios) por metro cuadrado.,Eibit/m²
c_clave_unidad_E67,E67,Exbibit por metro cúbico,Unidad de información igual a 2⁶⁰ bits (dígitos binarios) por metro cúbico.,Eibit/m³
c_clave_unidad_E68,E68,Gigabyte por segundo,Unidad de información igual a 10⁹ bytes por segundo.,Gbyte/s
c_clave_unidad_E69,E69,Gibibit por metro,Unidad de información igual a 2³⁰ bits (dígitos binarios) por metro.,Gibit/m
c_clave_unidad_E70,E70,Gibibit por metro cuadrado,Unidad de información igual a 2³⁰ bits (dígitos binarios) por metro cuadrado.,Gibit/m²
c_clave_unidad_E71,E71,Gibibit por metro cúbico,Unidad de información igual a 2³⁰ bits (dígitos binarios) por metro cúbico.,Gibit/m³
c_clave_unidad_E72,E72,Kibibit por metro,Unidad de información igual a 2¹⁰ bits (dígitos binarios) por metro.,Kibit/m
c_clave_unidad_E73,E73,Kibibit por metro cuadrado,Unidad de información igual a 2¹⁰ bits (dígitos binarios) por metro cuadrado.,Kibit/m²
c_clave_unidad_E74,E74,Kikibit por metro cúbico., Unidad de información igual a 2¹⁰ bits (dígitos binarios) por metro cúbico.,Kibit/m³
c_clave_unidad_E75,E75,Mebbit por metro., Unidad de información igual a 2²⁰ bits (dígitos binarios) por metro.,Mibit/m
c_clave_unidad_E76,E76,Mebbitt por metro cuadrado., Unidad de información igual a 2²⁰ bits (dígitos binarios) por metro cuadrado.,Mibit/m²
c_clave_unidad_E77,E77,Mebbit por metro cúbico. , Unidad de información igual a 2²⁰ bits (dígitos binarios) por metro cúbico.,Mibit/m³
c_clave_unidad_E78,E78,Petabit, Unidad de información igual a 10¹⁵ los bits (dígitos binarios).,Pbit
c_clave_unidad_E79,E79,Pebibit por segundo., Unidad de información igual a 10¹⁵ bits (dígitos binarios) por segundo.,Pbit/s
c_clave_unidad_E80,E80,Pebibit por metro.,Unidad de información igual a 2⁵⁰ bits (dígitos binarios) por metro.,Pibit/m
c_clave_unidad_E81,E81,Pebibit por metro cuadrado., Unidad de información igual a 2⁵⁰ bits (dígitos binarios) por metro cuadrado.,Pibit/m²
c_clave_unidad_E82,E82,Pebibit por metro cúbico., Unidad de información igual a 2⁵⁰ bits (dígitos binarios) por metro cúbico.,Pibit/m³
c_clave_unidad_E83,E83,Tebibit., Unidad de información igual a 10¹² los bits (dígitos binarios).,Tbit
c_clave_unidad_E84,E84,Tebibit por segundo, Unidad de información igual a 10¹² bits (dígitos binarios) por segundo.,Tbit/s
c_clave_unidad_E85,E85,Tebibit por metro., Unidad de información igual a 2⁴⁰ bits (dígitos binarios) por metro.,Tibit/m
c_clave_unidad_E86,E86,Tebibit por metro cúbico., Unidad de información igual a 2⁴⁰ bits (dígitos binarios) por metro cúbico.,Tibit/m³
c_clave_unidad_E87,E87,Tebibit por metro cuadrado, Unidad de información igual a 2⁴⁰ bits (dígitos binarios) por metro cuadrado.,Tibit/m²
c_clave_unidad_E88,E88,Bit por metro,Unidad de información igual a 1 bit (dígito binario) por metro.,bit/m
c_clave_unidad_E89,E89,Bit por metro cuadrado, Unidad de información igual a 1 bit (dígito binario) por metro cuadrado.,bit/m²
c_clave_unidad_E90,E90,Centímetro recíproco,,cm⁻¹
c_clave_unidad_E91,E91,Día recíproco,,d⁻¹
c_clave_unidad_E92,E92,Decímetro cúbico por hora,,dm³/h
c_clave_unidad_E93,E93,Kilogramo por hora,,kg/h
c_clave_unidad_E94,E94,KiloMol por segundo,,kmol/s
c_clave_unidad_E95,E95,Mol por segundo,,mol/s
c_clave_unidad_E96,E96,Grado por segundo,,°/s
c_clave_unidad_E97,E97,Mililitro por gadro celsius metro,,mm/(°C·m)
c_clave_unidad_E98,E98,Grado celsius por kelvin,,°C/K
c_clave_unidad_E99,E99,Hectopascal por bar,,hPa/bar
c_clave_unidad_EA,EA,Elemento,Unidad de conteo que define el número de elementos considerados como unidades separadas.,
c_clave_unidad_EB,EB,Casilla de correo electrónico,Es el destino al que correo electrónico se entregan los mensajes. Es el equivalente de un buzón en el sistema postal.,
c_clave_unidad_EP,EP,Paquete de once,,
c_clave_unidad_EQ,EQ,Galón equivalente,Unidad de volumen que define el número de galones de producto producido a partir de concentrado.,
c_clave_unidad_F01,F01,Bit por metro cúbico,Unidad de información igual a 1 bit (dígito binario) por metro cúbico.,bit/m³
c_clave_unidad_F02,F02,Kelvin por kelvin,,K/K
c_clave_unidad_F03,F03,Kilopascal por bar,,kPa/bar
c_clave_unidad_F04,F04,Milibar por bar,,mbar/bar
c_clave_unidad_F05,F05,Megapascal por bar,,MPa/bar
c_clave_unidad_F06,F06,Poise por bar,,P/bar
c_clave_unidad_F07,F07,Pascal por bar,,Pa/bar
c_clave_unidad_F08,F08,Miliamperio por pulgada,,mA/in
c_clave_unidad_F1,F1,Mil pies cúbicos por día,,
c_clave_unidad_F10,F10,Kelvin por hora,,K/h
c_clave_unidad_F11,F11,Kelvin por minuto,,K/min
c_clave_unidad_F12,F12,Kelvin por segundo,,K/s
c_clave_unidad_F13,F13,Slug,Una unidad de masa. Un slug es la masa acelerada a 1 pie por segundo por segundo por una fuerza de 1 libra.,slug
c_clave_unidad_F14,F14,Gramo por kelvin,,g/K
c_clave_unidad_F15,F15,Kilogramo por kelvin,,kg/K
c_clave_unidad_F16,F16,Miligramo por kelvin,,mg/K
c_clave_unidad_F17,F17,Libra fuerza por pie,,lbf/ft
c_clave_unidad_F18,F18,Kilogramo centímetro cuadrado,,kg·cm²
c_clave_unidad_F19,F19,Kilogramo milimetro cuadrado,,kg·mm²
c_clave_unidad_F20,F20,Libra pulgada cuadrada,,lb·in²
c_clave_unidad_F21,F21,Libra fuerza pulgada,,lbf·in
c_clave_unidad_F22,F22,Libra fuerza por pie entre amperio,,lbf·ft/A
c_clave_unidad_F23,F23,Gramo por decímetro cúbico,,g/dm³
c_clave_unidad_F24,F24,Kilogramo por kiloMol,,kg/kmol
c_clave_unidad_F25,F25,Gramo por hertz,,g/Hz
c_clave_unidad_F26,F26,Gramo por día,,g/d
c_clave_unidad_F27,F27,Gramo por hora,,g/h
c_clave_unidad_F28,F28,Gramo por minuto,,g/min
c_clave_unidad_F29,F29,Gramo por segundo,,g/s
c_clave_unidad_F30,F30,Kilogramo por día,,kg/d
c_clave_unidad_F31,F31,Kilogramo por minuto,,kg/min
c_clave_unidad_F32,F32,Miligramo por dia,,mg/d
c_clave_unidad_F33,F33,Miligramo por minuto,,mg/min
c_clave_unidad_F34,F34,Miligramo por segundo,,mg/s
c_clave_unidad_F35,F35,Gramo por día kelvin,,g/(d·K)
c_clave_unidad_F36,F36,Gramo por hora kelvin,,g/(h·K)
c_clave_unidad_F37,F37,Gramo por minuto kelvin,,g/(min·K)
c_clave_unidad_F38,F38,Gramo por segundo kelvin,,g/(s·K)
c_clave_unidad_F39,F39,Kilogramo por día kelvin,,kg/(d·K)
c_clave_unidad_F40,F40,Kilogramo por hora kelvin,,kg/(h·K)
c_clave_unidad_F41,F41,Kilogramo por minuto kelvin,,kg/(min·K)
c_clave_unidad_F42,F42,Kilogramo por segundo kelvin,,kg/(s·K)
c_clave_unidad_F43,F43,Miligramo por día kelvin,,mg/(d·K)
c_clave_unidad_F44,F44,Miligramo por hora kelvin,,mg/(h·K)
c_clave_unidad_F45,F45,Miligramo por minuto kelvin,,mg/(min·K)
c_clave_unidad_F46,F46,Miligramo por segundo kelvin,,mg/(s·K)
c_clave_unidad_F47,F47,Newton por milímetro,,N/mm
c_clave_unidad_F48,F48,Libra fuerza por pulgada,,lbf/in
c_clave_unidad_F49,F49,Rod (Unidad de distancia),Unidad de distancia equivalente a 5.5 yardas (16 pies 6 pulgadas),rd (US)
c_clave_unidad_F50,F50,Micrómetro por kelvin,,µm/K
c_clave_unidad_F51,F51,Centímetro por kelvin,,cm/K
c_clave_unidad_F52,F52,Metro por kelvin,,m/K
c_clave_unidad_F53,F53,Mililitro por kelvin,,mm/K
c_clave_unidad_F54,F54,MiliOhm por metro,,mΩ/m
c_clave_unidad_F55,F55,Ohm por milla (milla estatal),,Ω/mi
c_clave_unidad_F56,F56,Ohm por kilómetro,,Ω/km
c_clave_unidad_F57,F57,Miliamperio por libra-fuerza por pulgada cuadrada,,mA/(lbf/in²)
c_clave_unidad_F58,F58,Bar recíproco,,1/bar
c_clave_unidad_F59,F59,Miliamperio por bar,,mA/bar
c_clave_unidad_F60,F60,Grado celsius por bar,,°C/bar
c_clave_unidad_F61,F61,Kelvin por bar,,K/bar
c_clave_unidad_F62,F62,Gramo por día bar,,g/(d·bar)
c_clave_unidad_F63,F63,Gramo por hora bar,,g/(h·bar)
c_clave_unidad_F64,F64,Gramo por minuto bar,,g/(min·bar)
c_clave_unidad_F65,F65,Gramo por segundo bar,,g/(s·bar)
c_clave_unidad_F66,F66,Kililogramo por día bar,,kg/(d·bar)
c_clave_unidad_F67,F67,Kilogramo por hora bar,,kg/(h·bar)
c_clave_unidad_F68,F68,Kilogramo por minuto bar,,kg/(min·bar)
c_clave_unidad_F69,F69,Kilogramo por segundo bar,,kg/(s·bar)
c_clave_unidad_F70,F70,Miligramo por día bar,,mg/(d·bar)
c_clave_unidad_F71,F71,Miligramo por hora bar,,mg/(h·bar)
c_clave_unidad_F72,F72,Miligramo por minuto bar,,mg/(min·bar)
c_clave_unidad_F73,F73,Miligramo por segundo bar,,mg/(s·bar)
c_clave_unidad_F74,F74,Gramo por bar,,g/bar
c_clave_unidad_F75,F75,Miligramo por bar,,mg/bar
c_clave_unidad_F76,F76,Miliamperio por milímetro,,mA/mm
c_clave_unidad_F77,F77,Pascal segundo por kelvin,,Pa.s/K
c_clave_unidad_F78,F78,Pulgada de agua,,inH₂O
c_clave_unidad_F79,F79,Pulgada de mercurio,,inHg
c_clave_unidad_F80,F80,Caballos de fuerza de agua,Define la cantidad de potencia requerida para mover un volumen dado de agua contra la aceleración de la gravedad a una elevación especificada (cabezal de presión).,
c_clave_unidad_F81,F81,Bar por kelvin,,bar/K
c_clave_unidad_F82,F82,Hectopascal por kelvin,,hPa/K
c_clave_unidad_F83,F83,Kilopascal por kelvin,,kPa/K
c_clave_unidad_F84,F84,Milibar por kelvin,,mbar/K
c_clave_unidad_F85,F85,Megapascal por kelvin,,MPa/K
c_clave_unidad_F86,F86,Poise por kelvin,,P/K
c_clave_unidad_F87,F87,Voltio por litro minuto,,V/(l·min)
c_clave_unidad_F88,F88,Newton centímetro,,N·cm
c_clave_unidad_F89,F89,Newton metro por grados,,Nm/°
c_clave_unidad_F9,F9,Fibra por centímetro cúbico de aire,,
c_clave_unidad_F90,F90,Newton metro por amperio,,N·m/A
c_clave_unidad_F91,F91,Bar litro por segundo,,bar·l/s
c_clave_unidad_F92,F92,Bar metro cúbico por segundo,,bar·m³/s
c_clave_unidad_F93,F93,Hectopascal litro por segundo,,hPa·l/s
c_clave_unidad_F94,F94,Hectopascal metro cúbico por segundo,,hPa·m³/s
c_clave_unidad_F95,F95,Milibar litro por segundo,,mbar·l/s
c_clave_unidad_F96,F96,Milibar metro cúbico por segundo,,mbar·m³/s
c_clave_unidad_F97,F97,Megapascal litro por segundo,,MPa·l/s
c_clave_unidad_F98,F98,Megapascal metro cúbico por segundo,,MPa·m³/s
c_clave_unidad_F99,F99,Pascal litro por segundo,,Pa·l/s
c_clave_unidad_FAH,FAH,Grado fahrenheit,Consulte ISO 80000-5 (Cantidades y unidades - Parte 5: Termodinámica),°F
c_clave_unidad_FAR,FAR,Farad,"Es la capacidad de un condensador eléctrico que entre sus armaduras aparece una diferencia de potencial eléctrico de 1 volt, cuando está cargado con una cantidad de electricidad igual a 1 coulomb. ",F
c_clave_unidad_FB,FB,campo,,
c_clave_unidad_FBM,FBM,Medidor de fibra,Unidad de longitud que define el número de metros de fibra individual.,
c_clave_unidad_FC,FC,Mil pies cúbicos,Unidad de volumen igual a mil pies cúbicos.,kft³
c_clave_unidad_FD,FD,Millones de partículas por pie cúbico,,
c_clave_unidad_FE,FE,Pie de pista,,
c_clave_unidad_FF,FF,Cien metros cúbicos,Unidad de volumen igual a cien metros cúbicos.,
c_clave_unidad_FG,FG,Parche transdérmico,,
c_clave_unidad_FH,FH,MicroMol,,µmol
c_clave_unidad_FIT,FIT,Fallas en el tiempo,Unidad de conteo que define el número de fallos que se pueden esperar en un intervalo de tiempo especificado. Las tasas de fallo de los componentes semiconductores se especifican a menudo como FIT (fallas en la unidad de tiempo) donde 1 FIT = 10?? / h.,FIT
c_clave_unidad_FL,FL,Flake ton,Unidad de masa que define el número de toneladas de una sustancia en copos (escamas: un pequeño fragmento plano).,
c_clave_unidad_FM,FM,Millones de pies cúbicos,,Mft³
c_clave_unidad_FOT,FOT,Pie,"Unidad de medida empleada por aeronautas, equivale a 30.48 cm",ft
c_clave_unidad_FP,FP,Libra por pie cuadrado,,lb/ft²
c_clave_unidad_FR,FR,Pie por minuto,,ft/min
c_clave_unidad_FS,FS,Pie por segundo,,ft/s
c_clave_unidad_FTK,FTK,Pie cuadrado," Es una unidad de superficie del sistema anglosajón de unidades, equivalente a un cuadrado de un pie de lado.",ft²
c_clave_unidad_FTQ,FTQ,Pie cúbico,,ft³
c_clave_unidad_G01,G01,Pascal metro cúbico por segundo,,Pa·m³/s
c_clave_unidad_G04,G04,Centímetro por bar,,cm/bar
c_clave_unidad_G05,G05,Metro por bar ,,m/bar
c_clave_unidad_G06,G06,Milímetro por bar ,,mm/bar
c_clave_unidad_G08,G08,Pulgada cuadrada por segundo,,in²/s
c_clave_unidad_G09,G09,Metro cuadrado por segundo kelvin,,m²/(s·K)
c_clave_unidad_G10,G10,Stokes por kelvin,,St/K
c_clave_unidad_G11,G11,Gramo por centímetro cúbico bar,,g/(cm³·bar)
c_clave_unidad_G12,G12,Gramo por decímetro cúbico bar,,g/(dm³·bar)
c_clave_unidad_G13,G13,Gramo por litro bar,,g/(l·bar)
c_clave_unidad_G14,G14,Gramo por metro cúbico bar,,g/(m³·bar)
c_clave_unidad_G15,G15,Gramo por mililitro bar,,g/(ml·bar)
c_clave_unidad_G16,G16,Kilogramo por centímetro cúbico bar,,kg/(cm³·bar)
c_clave_unidad_G17,G17,Kilogramo por litro bar,,kg/(l·bar)
c_clave_unidad_G18,G18,Kilogramo por metro cúbico bar,,kg/(m³·bar)
c_clave_unidad_G19,G19,Newton metro por kilogramo,,N·m/kg
c_clave_unidad_G2,G2,Galón (EUA) por minuto,,gal (US) /min
c_clave_unidad_G20,G20,Libra-fuerza pie por libra,,lbf·ft/lb
c_clave_unidad_G21,G21,Taza (unidad de volumen),,cup (US)
c_clave_unidad_G23,G23,Peck,Es una unidad de medida imperial y habitual en  Estados Unidos de volumen seco.,pk (US)
c_clave_unidad_G24,G24,Cucharada (estados unidos),"1/2 onzas fluidas, 3 cucharaditas, 15 mililitros",tablespoon (US)
c_clave_unidad_G25,G25,Cucharilla (estados unidos),1/6 onzas fluidas o 5 mililitros,teaspoon (US)
c_clave_unidad_G26,G26,Estere,,st
c_clave_unidad_G27,G27,Centímetro cúbico por kelvin,,cm³/K
c_clave_unidad_G28,G28,Litro por kelvin,,l/K
c_clave_unidad_G29,G29,Metro cúbico por kelvin,,m³/K
c_clave_unidad_G3,G3,Galón (RU) por minuto,,gal (UK) /min
c_clave_unidad_G30,G30,Mililitro por klevin,,ml/K
c_clave_unidad_G31,G31,Kilogramo por centímetro cúbico,,kg/cm³
c_clave_unidad_G32,G32,Onza (avoirdupois) por yarda cúbica,,oz/yd³
c_clave_unidad_G33,G33,Gramo por centímetro cúbico kelvin,,g/(cm³·K)
c_clave_unidad_G34,G34,Gramo por decímetro cúbico kelvin,,g/(dm³·K)
c_clave_unidad_G35,G35,Gramo por litro kelvin,,g/(l·K)
c_clave_unidad_G36,G36,Gramo por metro cúbico kelvin,,g/(m³·K)
c_clave_unidad_G37,G37,Gramo por mililitro kelvin,,g/(ml·K)
c_clave_unidad_G38,G38,Kilogramo por centímetro cúbico kelvin,,kg/(cm³·K)
c_clave_unidad_G39,G39,Kilogramo por litro kelvin,,kg/(l·K)
c_clave_unidad_G40,G40,Kilogramo por metro cúbico kelvin,,kg/(m³·K)
c_clave_unidad_G41,G41,Metro cuadrado por segundo bar,,m²/(s·bar)
c_clave_unidad_G42,G42,Microsiemens por centímetro,,µS/cm
c_clave_unidad_G43,G43,Microsiemens por metro,,µS/m
c_clave_unidad_G44,G44,Nanosiemens por centímetro,,nS/cm
c_clave_unidad_G45,G45,Nanosiemens por metro,,nS/m
c_clave_unidad_G46,G46,Stokes por bar,,St/bar
c_clave_unidad_G47,G47,Centímetro cúbico por día,,cm³/d
c_clave_unidad_G48,G48,Centímetro cúbico por hora,,cm³/h
